爱好	sở thích
心灵手巧	khéo tay hay làm
心目	trong lòng, trong suy nghĩ
心声	tiếng lòng
心事	tâm sự, điều lo lắng trong lòng
心思	tâm tư, ý nghĩ
心酸	chua xót, đau lòng
心想事成	vạn sự như ý
心胸	lòng dạ, độ lượng
心血	tâm huyết
心眼儿	tâm địa, ý nghĩ
心意	tấm lòng, thành ý
芯片	chip, vi mạch
辛勤	cần cù, chăm chỉ
辛酸	cay đắng, chua xót
欣慰	vui mừng, an ủi
欣喜	vui mừng
欣欣向荣	phát triển thịnh vượng
新潮	hợp mốt, thời thượng
新陈代谢	trao đổi chất, thay cũ đổi mới
新房	nhà mới, phòng tân hôn
新款	kiểu mới, mẫu mới
新奇	mới lạ
新生	tân sinh, sinh viên mới
新式	kiểu mới
新手	tay mới, người mới vào nghề
新颖	mới mẻ, độc đáo
信贷	tín dụng
信件	thư từ
信赖	tin cậy
信誉	uy tín
兴奋剂	chất kích thích
兴建	xây dựng
兴起	hưng khởi, nổi lên
星座	chòm sao, cung hoàng đạo
猩猩	đười ươi
刑法	luật hình sự
行使	thi hành, thực hiện
行政	hành chính
行走	đi lại, đi bộ
形形色色	đủ loại, muôn hình muôn vẻ
形影不离	hình với bóng, không rời nhau
醒来	tỉnh dậy
醒目	bắt mắt, nổi bật
醒悟	tỉnh ngộ
兴高采烈	hớn hở, phấn khởi
兴致	hứng thú
幸存	sống sót
幸好	may mà
幸亏	may mà, nhờ có
幸免	may mắn thoát nạn
性价比	tỷ lệ giá cả/chất lượng
性命	tính mạng
性情	tính tình
姓氏	họ (tên họ)
凶残	hung tàn, tàn bạo
凶恶	hung ác
凶狠	hung dữ, độc ác
凶猛	hung dữ, mãnh liệt
汹涌	cuồn cuộn, dữ dội
胸膛	lồng ngực
胸有成竹	chắc chắn trong lòng, có sẵn kế hoạch
雄厚	hùng hậu, dồi dào
休克	sốc (y học)
休眠	ngủ đông, ở trạng thái nghỉ
休想	đừng hòng
休养	nghỉ dưỡng
修补	sửa chữa, vá lại
修长	thon dài
修订	sửa đổi, hiệu đính
修路	sửa/làm đường
修正	sửa chữa, chỉnh sửa
羞愧	xấu hổ
秀丽	xinh đẹp
秀美	thanh tú, duyên dáng
袖手旁观	khoanh tay đứng nhìn
嗅觉	khứu giác
虚构	hư cấu
虚幻	hư ảo
虚假	giả dối
虚拟	ảo, hư cấu
虚弱	suy nhược, yếu ớt
虚伪	giả dối, đạo đức giả
徐徐	từ từ, chậm rãi
许可证	giấy phép
旭日	mặt trời mới mọc
序幕	màn mở đầu
叙述	kể lại, tường thuật
酗酒	nghiện rượu
絮叨	lải nhải, dài dòng
宣称	tuyên bố, khẳng định
宣读	đọc to trước công chúng
宣告	tuyên bố, công bố
宣誓	tuyên thệ
宣泄	trút bỏ, giải tỏa
宣言	tuyên ngôn
宣扬	tuyên truyền, quảng bá
喧哗	ồn ào, huyên náo
喧闹	ồn ào náo nhiệt
玄机	huyền cơ, bí ẩn
悬挂	treo, treo lơ lửng
悬念	hồi hộp, nghi vấn
悬殊	chênh lệch lớn
悬崖	vách đá dựng đứng
旋律	giai điệu
旋涡	xoáy nước
选民	cử tri
选项	lựa chọn, tùy chọn
选用	chọn dùng
炫耀	khoe khoang
削弱	làm suy yếu
靴子	ủng, giày ống
穴位	huyệt đạo
学历	trình độ học vấn
学士	cử nhân
学说	học thuyết
学堂	trường học (xưa)
学业	việc học
学艺	học nghề
学子	học trò, sĩ tử
雪山	núi tuyết
雪上加霜	họa vô đơn chí
血脉	mạch máu
血栓	cục máu đông
血压	huyết áp
血缘	huyết thống
勋章	huân chương
熏陶	hun đúc, ảnh hưởng dần
寻常	bình thường
寻觅	tìm kiếm
巡逻	tuần tra
循序渐进	tuần tự tiến lên từng bước
逊色	kém cạnh, thua kém
丫头	con bé, a hoàn
压倒	áp đảo
压缩	nén, ép
压抑	đè nén, ức chế
压制	đàn áp, kìm hãm
鸦雀无声	im lặng như tờ
牙齿	răng
牙膏	kem đánh răng
咽喉	cổ họng
烟囱	ống khói
烟火	khói lửa
延缓	trì hoãn
延误	chậm trễ, lỡ dịp
严谨	nghiêm túc, chặt chẽ
严禁	nghiêm cấm
严峻	nghiêm trọng, khắc nghiệt
严密	chặt chẽ, nghiêm ngặt
言辞	lời lẽ, ngôn từ
言论	ngôn luận
言行	lời nói và hành động
岩石	đá, nham thạch
炎热	nóng bức
炎症	viêm
沿岸	ven bờ
沿途	dọc đường
沿线	dọc tuyến đường
研讨	thảo luận, hội thảo
阎王	Diêm Vương
衍生	phái sinh, nảy sinh
掩盖	che đậy, che giấu
掩护	yểm hộ, che chở
掩饰	che giấu, ngụy trang
眼红	ghen tị, đỏ mắt thèm
眼界	tầm nhìn
眼色	ánh mắt ra hiệu
眼神	ánh mắt
眼下	hiện giờ, trước mắt
演变	diễn biến, biến đổi
演播室	trường quay
演技	diễn xuất
演练	diễn tập, luyện tập
演示	trình diễn, minh họa
演说	diễn thuyết
演习	diễn tập, thao diễn
演戏	diễn kịch
演艺圈	giới nghệ sĩ
演绎	diễn giải, suy diễn
厌烦	chán ghét, ngán ngẩm
厌倦	chán chường, mệt mỏi
艳丽	lộng lẫy, rực rỡ
验收	nghiệm thu
验证	kiểm chứng, xác minh
焰火	pháo hoa
燕子	chim én
秧歌	múa yangko
阳性	dương tính
杨树	cây dương
洋溢	tràn ngập, tràn đầy
养活	nuôi sống
养老金	lương hưu
养老院	viện dưỡng lão
养生	dưỡng sinh
养殖	nuôi trồng, chăn nuôi
样本	mẫu vật, bản mẫu
样品	hàng mẫu
妖怪	yêu quái
谣言	tin đồn
摇摆	lắc lư, dao động
摇滚	nhạc rock
摇晃	lắc lư, rung lắc
摇篮	cái nôi
摇摇欲坠	lung lay sắp đổ
遥控	điều khiển từ xa
遥远	xa xôi
药材	dược liệu
药方	đơn thuốc
要不	nếu không thì
要不是	nếu không phải vì
要点	điểm chính, trọng điểm
要害	chỗ hiểm yếu, trọng yếu
要紧	quan trọng, khẩn cấp
要领	yếu lĩnh, điểm mấu chốt
要命	khủng khiếp, chết đi được
要强	hiếu thắng, cầu tiến
钥匙	chìa khóa
耀眼	chói mắt, rực rỡ
椰子	dừa
也就是说	tức là, nói cách khác
野餐	dã ngoại
野炊	nấu ăn ngoài trời
野蛮	man rợ, dã man
野兽	dã thú, thú hoang
野外	ngoài trời, đồng hoang
野心	dã tâm, tham vọng
野营	cắm trại
业绩	thành tích, thành quả
夜班	ca đêm
夜市	chợ đêm
夜晚	ban đêm
夜校	trường học ban đêm
夜以继日	ngày đêm không nghỉ
夜总会	hộp đêm
液晶	tinh thể lỏng
液体	chất lỏng
一把手	người đứng đầu
一线	tuyến đầu
一一	lần lượt từng cái
伊斯兰教	đạo Hồi
衣食住行	ăn mặc ở đi lại
医务	công việc y tế
依托	dựa vào, nương tựa
依依不舍	quyến luyến không rời
一不小心	lỡ bất cẩn, vô ý
一刹那	trong khoảnh khắc
一大早	từ sáng sớm tinh mơ
一动不动	đứng yên bất động
一度	một dạo, có lúc
一概	tất cả, hoàn toàn
一概而论	vơ đũa cả nắm
一个劲儿	liên tục, mãi
一晃	thoáng chốc
一技之长	một nghề tinh thông
一面	một mặt, đồng thời
一目了然	rõ ràng ngay từ cái nhìn đầu
一事无成	chẳng làm nên trò trống gì
一瞬间	trong nháy mắt
一味	cứ khăng khăng, một mực
一系列	một loạt
一阵	một trận, một hồi
仪表	dáng vẻ, phong thái
怡然自得	vui vẻ tự tại
移交	bàn giao
移植	cấy ghép
遗留	để lại, di lưu
遗弃	bỏ rơi, ruồng bỏ
遗体	di hài, thi thể
遗忘	quên lãng
遗物	di vật
遗愿	di nguyện
遗址	di chỉ, di tích
遗嘱	di chúc
疑点	điểm nghi vấn
疑惑	nghi hoặc, hoài nghi
疑虑	lo ngại, nghi ngại
以免	để tránh, kẻo
以身作则	làm gương
以至于	đến mức, đến nỗi
以致	dẫn đến, đến nỗi
一长一短	dài dòng lải nhải
一成不变	bất di bất dịch
一筹莫展	bó tay, hết cách
一帆风顺	thuận buồm xuôi gió
一干二净	sạch sành sanh
一鼓作气	dốc sức làm một mạch
一锅粥	rối tinh rối mù
一回事	cùng một chuyện
一家人	cả nhà, người trong gia đình
一经	hễ... là, một khi
一举	một hành động, một lần
一举一动	từng cử chỉ hành động
一卡通	thẻ giao thông đa năng
一揽子	trọn gói
一连	liên tiếp
一连串	một loạt, một chuỗi
一毛不拔	keo kiệt, hà tiện
一年到头	suốt cả năm
一旁	bên cạnh
一如既往	như trước nay
一声不吭	im thin thít
一手	tài riêng, một mình
一塌糊涂	rối tung, tồi tệ
一体	một khối thống nhất
一天到晚	suốt ngày
一头	một đầu; đâm sầm vào
一无所有	trắng tay, chẳng có gì
一无所知	chẳng biết gì cả
一心	một lòng, chuyên tâm
一心一意	một lòng một dạ
一言不发	im lặng không nói
一言一行	từng lời nói cử chỉ
一眼	một cái liếc mắt
一应俱全	đầy đủ mọi thứ
一早	từ sáng sớm
义工	tình nguyện viên
议程	nghị trình
议会	nghị viện, quốc hội
议员	nghị sĩ
屹立	đứng sừng sững
异口同声	đồng thanh
异想天开	viển vông, hoang tưởng
异性	khác giới
异议	dị nghị, phản đối
抑郁	trầm cảm, u uất
抑郁症	bệnh trầm cảm
抑制	kìm hãm, ức chế
易拉罐	lon dễ mở
疫苗	vắc xin
益处	lợi ích
意料	dự liệu, đoán trước
意料之外	ngoài dự đoán
意图	ý đồ, mục đích
意向	ý hướng, ý định
毅力	nghị lực
毅然	kiên quyết, dứt khoát
因人而异	tùy người mà khác
阴暗	âm u, tối tăm
阴性	âm tính
音响	âm thanh, dàn âm thanh
殷勤	ân cần, sốt sắng
银幕	màn bạc
引发	gây ra, dẫn đến
引经据典	trích dẫn kinh điển
引领	dẫn dắt, dẫn đầu
引擎	động cơ
引人入胜	hấp dẫn, lôi cuốn
引人注目	thu hút sự chú ý
引入	đưa vào, du nhập
引用	trích dẫn
引诱	dụ dỗ, lôi kéo
饮水	uống nước
饮用水	nước uống
隐蔽	che giấu, ẩn nấp
隐患	hiểm họa tiềm ẩn
隐瞒	giấu giếm
隐情	uẩn khúc, chuyện thầm kín
隐身	ẩn mình, tàng hình
隐形	vô hình, tàng hình
隐性	tiềm ẩn, lặn (gen)
隐约	mơ hồ, thấp thoáng
印刷术	kỹ thuật in ấn
印章	con dấu
印证	chứng thực, kiểm chứng
应有尽有	có đủ mọi thứ
英镑	bảng Anh
英俊	anh tuấn, đẹp trai
婴儿	trẻ sơ sinh
迎合	chiều theo, lấy lòng
荧光	huỳnh quang
盈利	lợi nhuận, sinh lời
营救	cứu hộ, giải cứu
营造	xây dựng, tạo dựng
赢家	người chiến thắng
影像	hình ảnh
应酬	giao tiếp xã giao
应付	đối phó, ứng phó
应聘	ứng tuyển
应邀	được mời
硬币	đồng xu
硬朗	khỏe mạnh, cứng cáp
硬盘	ổ cứng
拥护	ủng hộ
拥挤	chen chúc, đông đúc
庸俗	tầm thường, thô tục
永不	không bao giờ
永恒	vĩnh hằng
永久	vĩnh viễn
勇往直前	dũng cảm tiến lên
勇于	dám, dũng cảm
涌入	ùa vào, đổ xô vào
涌现	xuất hiện hàng loạt
踊跃	hăng hái, sôi nổi
用餐	dùng bữa
用功	chăm chỉ học hành
用力	dùng sức, gắng sức
用人	dùng người
用意	dụng ý
优化	tối ưu hóa
优雅	thanh lịch, tao nhã
优异	xuất sắc
优越	ưu việt
忧愁	buồn rầu, lo âu
忧虑	lo lắng
忧郁	u sầu, u uất
悠久	lâu đời
悠闲	nhàn nhã, thảnh thơi
尤为	đặc biệt là, nhất là
由此看来	từ đó suy ra
由此可见	từ đó có thể thấy
由来	nguồn gốc
由衷	từ đáy lòng, chân thành
邮编	mã bưu điện
邮政	bưu chính
犹如	giống như
犹豫不决	do dự không quyết
油画	tranh sơn dầu
游船	du thuyền
游览	du ngoạn, tham quan
友情	tình bạn
友人	bạn bè
友善	thân thiện
有待	còn phải chờ
有的放矢	nhắm đúng mục tiêu
有机	hữu cơ
有口无心	nói vô tình, không ác ý
有两下子	có tài, có bản lĩnh
有声有色	sống động, có hồn
有所	ít nhiều, phần nào
有所不同	có phần khác nhau
有望	có hy vọng, đầy triển vọng
有效期	thời hạn hiệu lực
有幸	may mắn, vinh hạnh
有序	có trật tự
有益	có ích
有意	cố ý, có ý định
有朝一日	có một ngày nào đó
有助于	giúp ích cho
幼稚	ấu trĩ, non nớt
诱饵	mồi nhử
诱发	gây ra, kích phát
诱惑	cám dỗ, quyến rũ
诱人	hấp dẫn, quyến rũ
余地	chỗ trống, dư địa
余额	số dư
渔船	thuyền đánh cá
渔民	ngư dân
逾期	quá hạn
愚蠢	ngu ngốc
愚公移山	có chí thì nên
舆论	dư luận
与此同时	đồng thời, cùng lúc đó
与否	hay không
与其	thà rằng
与日俱增	ngày càng tăng
与时俱进	theo kịp thời đại
与众不同	khác biệt, nổi bật
予以	cho, dành cho
宇宙	vũ trụ
语气	ngữ khí, giọng điệu
浴室	phòng tắm
预定	đặt trước, dự định
预感	linh cảm
预告	dự báo trước
预见	dự đoán, tiên đoán
预料	dự liệu, đoán trước
预赛	vòng loại
预示	báo trước, dự báo
预售	bán trước
预算	ngân sách, dự toán
预先	trước, từ trước
预言	lời tiên tri
预兆	điềm báo
欲望	ham muốn, dục vọng
遇难	gặp nạn, tử nạn
遇上	gặp phải, chạm trán
遇险	gặp nguy hiểm
寓言	ngụ ngôn
寓意	ngụ ý
愈合	lành lại (vết thương)
愈来愈	càng ngày càng
愈演愈烈	ngày càng nghiêm trọng
冤枉	oan uổng
渊源	nguồn gốc, cội nguồn
元老	lão thành, kỳ cựu
元首	nguyên thủ quốc gia
元宵节	Tết Nguyên Tiêu
原本	vốn dĩ, ban đầu
原材料	nguyên vật liệu
原创	sáng tạo gốc, nguyên bản
原地	tại chỗ
原型	nguyên mẫu
原汁原味	nguyên bản, đúng chất
原装	nguyên đai nguyên kiện
圆形	hình tròn
缘分	duyên phận
源泉	nguồn suối, cội nguồn
源头	nguồn gốc
源于	bắt nguồn từ
源源不断	liên tục không ngừng
远程	từ xa
远见	tầm nhìn xa
远近闻名	nổi tiếng khắp nơi
怨恨	oán hận
怨气	oán khí, bực bội
怨言	lời oán trách
院士	viện sĩ
约定俗成	theo tập quán, ước định
月初	đầu tháng
月票	vé tháng
乐器	nhạc cụ
岳父	bố vợ
岳母	mẹ vợ
阅历	từng trải, kinh nghiệm
悦耳	êm tai, du dương
越发	càng thêm, ngày càng
越过	vượt qua
晕倒	ngất xỉu
陨石	thiên thạch
孕妇	phụ nữ mang thai
孕育	thai nghén, ấp ủ hình thành
运河	kênh đào
运送	vận chuyển
运营	vận hành, kinh doanh
运转	vận hành, hoạt động
酝酿	thai nghén, chuẩn bị
韵味	dư vị, phong vị
蕴藏	tiềm ẩn, chứa đựng
蕴涵	hàm chứa
杂技	xiếc
杂交	lai tạo, lai giống
杂乱无章	lộn xộn, hỗn độn
栽培	trồng trọt, vun trồng
再度	một lần nữa
再现	tái hiện
在线	trực tuyến
在意	để tâm, bận tâm
在职	đang tại chức
载体	vật mang, phương tiện
赞不绝口	khen ngợi không ngớt
赞美	ca ngợi, tán dương
赞叹	thán phục, trầm trồ
赞叹不已	trầm trồ khen ngợi mãi
赞同	tán thành
赞许	khen ngợi, tán thưởng
赞扬	khen ngợi
葬礼	tang lễ
遭殃	gặp tai họa
早年	những năm đầu, thuở trước
早日	sớm ngày
造福	đem lại phúc lợi
造假	làm giả
造价	giá thành xây dựng
造就	đào tạo nên, tạo nên
造纸术	kỹ thuật làm giấy
噪声	tiếng ồn
噪音	tiếng ồn, tạp âm
责备	trách móc
责怪	trách móc, đổ lỗi
增收	tăng thu nhập
增添	tăng thêm
扎根	bén rễ, cắm rễ
渣子	cặn bã
眨眼	chớp mắt
诈骗	lừa đảo
债务	nợ nần
占卜	bói toán
沾光	hưởng lây, ăn theo
瞻仰	chiêm ngưỡng, tưởng niệm
斩草除根	nhổ cỏ tận gốc
展出	trưng bày
展览会	triển lãm
展望	triển vọng, nhìn về tương lai
崭新	hoàn toàn mới
占用	chiếm dụng
站立	đứng
绽放	nở rộ
张灯结彩	treo đèn kết hoa
张贴	dán (thông báo)
张扬	phô trương
长辈	bậc trưởng bối
长相	ngoại hình, dung mạo
掌管	quản lý, phụ trách
帐篷	lều
帐子	màn (chống muỗi)
账单	hóa đơn
账号	tài khoản
招标	đấu thầu, gọi thầu
招待	tiếp đãi, chiêu đãi
招待会	buổi tiếp tân
招揽	thu hút (khách hàng)
招募	tuyển mộ
招牌	biển hiệu
招收	tuyển sinh, tuyển dụng
招数	chiêu, ngón nghề
朝气蓬勃	tràn đầy sức sống
朝三暮四	thay đổi thất thường
朝夕相处	sớm tối bên nhau
着迷	say mê
沼泽	đầm lầy
召集	triệu tập
兆头	điềm báo
照办	làm theo, tuân theo
照常	như thường lệ
照例	theo lệ thường
照料	chăm sóc
照明	chiếu sáng
肇事	gây tai nạn, gây sự
折腾	hành hạ, trở đi trở lại
