id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
interview-用意,用意,yòngyì,名,dụng ý,"dụng ý, mục đích, ý định",2026-06-14 08:40:22.589611+00,第七课 汇报工作,0,10,,,,,,interview
interview-用来,用来,yònglái,动,dụng lai,"dùng để, được sử dụng để",2026-06-14 08:39:53.383543+00,第五课 公司会议,0,10,,,,,,interview
interview-用餐,用餐,yòngcān,动,dụng xan,"dùng bữa, ăn cơm",2026-06-14 08:40:28.988703+00,第十一课 职业培训,0,10,,,,,,interview
interview-由于,由于,yóuyú,介,do ư,"do, vì, bởi vì",2026-06-14 08:41:22.830772+00,第十二课 个人述职,0,10,,,,,,interview
interview-由此可见,由此可见,yóucǐ kějiàn,语,do thử khả kiến,"từ đó có thể thấy, qua đó cho thấy",2026-06-14 08:40:16.433093+00,第七课 汇报工作,0,10,,,,,,interview
interview-申请,申请,shēnqǐng,动,thân thỉnh,"xin, đăng ký, nộp đơn",2026-06-14 08:40:01.012808+00,第二课 同事关系,0,10,,,,,,interview
interview-电子,电子,diànzǐ,名,điện tử,"điện tử, electron",2026-06-14 08:40:45.435999+00,第十一课 职业培训,0,10,,,,,,interview
interview-电子商务,电子商务,diànzǐ shāngwù,短,điện tử thương vụ,thương mại điện tử,2026-06-14 08:40:43.197232+00,第十一课 职业培训,0,10,,,,,,interview
interview-电脑,电脑,diàn nǎo,名,điện não,máy tính,2026-06-14 08:39:58.035241+00,第七课 汇报工作,0,10,,,,,,interview
interview-电脑公司,电脑公司,diàn nǎo gōng sī,名,điện não công ty,công ty máy tính,2026-06-14 08:40:01.515069+00,第七课 汇报工作,0,10,,,,,,interview
interview-电脑前,电脑前,diàn nǎo qián,名,,trước máy tính,2026-06-14 08:40:37.716409+00,第十一课 职业培训,0,10,,,,,,interview
interview-电话,电话,diàn huà,名,điện thoại,"điện thoại, cuộc gọi",2026-06-14 09:01:12.69569+00,第三课 工作交接,0,10,,,,,,interview
interview-留下,留下,liú xia,动,lưu hạ,"ở lại, để lại",2026-06-14 09:00:27.414687+00,B1 求职面试,0,10,,,,,,interview
interview-疏忽,疏忽,shū hu,动,sơ hốt,"sơ suất, bất cẩn",2026-06-14 09:00:52.312294+00,第二课 同事关系,0,10,,,,,,interview
interview-痛苦,痛苦,tòng kǔ,形,thống khổ,"đau khổ, khổ sở",2026-06-14 08:40:52.624616+00,第十一课 职业培训,0,10,,,,,,interview
interview-百分之八十,百分之八十,bǎi fēn zhī bā shí,数,bách phân chi bát thập,tám mươi phần trăm (80%),2026-06-14 09:00:15.828976+00,第一课 应聘与面试,0,10,,,,,,interview
interview-百分之四十,百分之四十,bǎi fēn zhī sì shí,数,bách phân chi tứ thập,bốn mươi phần trăm (40%),2026-06-14 08:40:07.003219+00,第七课 汇报工作,0,10,,,,,,interview
interview-百战不殆,百战不殆,bǎi zhàn bù dài,语,bách chiến bất đãi,trăm trận không bại,2026-06-14 08:41:19.994809+00,第十二课 个人述职,0,10,,,,,,interview
interview-的话,的话,de huà,助,,"nếu như, giả sử",2026-06-14 08:40:20.747668+00,第三课 工作交接,0,10,,,,,,interview
interview-皮鞋,皮鞋,pí xié,名,bì hài,giày da,2026-06-14 09:00:32.610537+00,B1 求职面试,0,10,,,,,,interview
interview-目光,目光,mù guāng,名,mục quang,"ánh mắt, tầm nhìn",2026-06-14 08:41:30.689981+00,第十二课 个人述职,0,10,,,,,,interview
interview-目前,目前,mù qián,名,mục tiền,"hiện nay, hiện tại",2026-06-14 08:41:12.672572+00,第一课 应聘与面试,0,10,,,,,,interview
interview-目前为止,目前为止,mù qián wéi zhǐ,短,mục tiền vi chỉ,cho đến hiện nay,2026-06-14 08:41:06.959817+00,第十二课 个人述职,0,10,,,,,,interview
interview-目录,目录,mù lù,名,mục lục,"mục lục, danh mục",2026-06-14 09:00:49.795492+00,第二课 同事关系,0,10,,,,,,interview
interview-目标,目标,mù biāo,名,mục tiêu,"mục tiêu, đích",2026-06-14 08:41:04.509968+00,第十二课 个人述职,0,10,,,,,,interview
interview-目的,目的,mù dì,名,mục đích,mục đích,2026-06-14 08:40:58.484337+00,第一课 应聘与面试,0,10,,,,,,interview
interview-直到,直到,zhí dào,介,trực đáo,"cho đến, mãi đến",2026-06-14 08:41:28.094718+00,第十二课 个人述职,0,10,,,,,,interview
interview-直接,直接,zhí jiē,形,trực tiếp,trực tiếp,2026-06-14 08:40:09.139715+00,第二课 同事关系,0,10,,,,,,interview
interview-相互,相互,xiāng hù,副,tương hỗ,"lẫn nhau, hỗ tương",2026-06-14 08:40:49.407135+00,第十一课 职业培训,0,10,,,,,,interview
interview-相信,相信,xiāng xìn,动,tương tín,"tin tưởng, tin vào",2026-06-14 09:00:04.817118+00,第一课 应聘与面试,0,10,,,,,,interview
interview-相反,相反,xiāng fǎn,形,tương phản,"ngược lại, trái ngược",2026-06-14 08:40:51.278226+00,第十一课 职业培训,0,10,,,,,,interview
interview-相处,相处,xiāng chǔ,动,tương xử,"sống chung, hòa hợp",2026-06-14 09:00:59.666778+00,第二课 同事关系,0,10,,,,,,interview
interview-省得,省得,shěng de,连,,"để tránh, khỏi phải",2026-06-14 08:40:04.191831+00,第七课 汇报工作,0,10,,,,,,interview
interview-看好,看好,kàn hǎo,动,,"đánh giá tốt, kỳ vọng",2026-06-14 08:40:03.511173+00,第七课 汇报工作,0,10,,,,,,interview
interview-看来,看来,kàn lái,副,,"xem ra, có vẻ như",2026-06-14 08:39:16.862972+00,第四课 日程安排,0,10,,,,,,interview
interview-看看,看看,kàn kan,动,,"nhìn xem, xem thử",2026-06-14 08:39:36.88815+00,第五课 公司会议,0,10,,,,,,interview
interview-看过,看过,kàn guò,动,,"đã xem qua, từng xem",2026-06-14 08:41:18.649633+00,第十二课 个人述职,0,10,,,,,,interview
interview-真心实意,真心实意,zhēn xīn shí yì,语,chân tâm thực ý,thành tâm thực lòng,2026-06-14 09:00:46.516236+00,B1 求职面试,0,10,,,,,,interview
interview-真的,真的,zhēn de,副,,"thật sự, thực sự",2026-06-14 09:00:55.639008+00,第二课 同事关系,0,10,,,,,,interview
interview-真空包装,真空包装,zhēn kōng bāo zhuāng,名,chân không bao trang,đóng gói chân không,2026-06-14 08:39:51.104115+00,第五课 公司会议,0,10,,,,,,interview
interview-真诚,真诚,zhēn chéng,形,chân thành,"chân thành, thật lòng",2026-06-14 08:40:57.195572+00,第十一课 职业培训,0,10,,,,,,interview
interview-眼神,眼神,yǎn shén,名,nhãn thần,"ánh mắt, thần sắc đôi mắt",2026-06-14 08:40:25.76648+00,第七课 汇报工作,0,10,,,,,,interview
interview-着装,着装,zhuózhuāng,名,trước trang,"trang phục, cách ăn mặc",2026-06-14 09:00:32.869309+00,B1 求职面试,0,10,,,,,,interview
interview-睡眠,睡眠,shuìmián,名,thụy miên,"giấc ngủ, sự ngủ",2026-06-14 09:00:47.831808+00,B1 求职面试,0,10,,,,,,interview
interview-睡觉,睡觉,shuìjiào,动,,"ngủ, đi ngủ",2026-06-14 08:41:28.881466+00,第十二课 个人述职,0,10,,,,,,interview
interview-知名,知名,zhīmíng,形,tri danh,"nổi tiếng, được biết đến",2026-06-14 08:40:33.327527+00,第十一课 职业培训,0,10,,,,,,interview
interview-知己知彼,知己知彼,zhī jǐ zhī bǐ,语,tri kỷ tri bỉ,biết mình biết người,2026-06-14 08:41:19.86123+00,第十二课 个人述职,0,10,,,,,,interview
interview-知晓,知晓,zhīxiǎo,动,tri hiểu,"biết rõ, hiểu rõ",2026-06-14 08:40:22.180773+00,第七课 汇报工作,0,10,,,,,,interview
interview-知识,知识,zhīshi,名,tri thức,"kiến thức, tri thức",2026-06-14 08:40:46.664337+00,B1 求职面试,0,10,,,,,,interview
interview-知道,知道,zhīdào,动,tri đạo,"biết, hiểu",2026-06-14 08:39:57.904935+00,第一课 应聘与面试,0,10,,,,,,interview
interview-研究,研究,yánjiū,动,nghiên cứu,"nghiên cứu, tìm hiểu",2026-06-14 08:39:38.461996+00,第五课 公司会议,0,10,,,,,,interview
interview-确保,确保,quèbǎo,动,xác bảo,"đảm bảo, bảo đảm chắc chắn",2026-06-14 08:39:34.520076+00,第五课 公司会议,0,10,,,,,,interview
interview-确定,确定,quèdìng,动,xác định,"xác định, khẳng định",2026-06-14 09:01:03.129775+00,第二课 同事关系,0,10,,,,,,interview
interview-确实,确实,quèshí,副,xác thực,"thực sự, quả thật",2026-06-14 08:40:00.512115+00,第七课 汇报工作,0,10,,,,,,interview
interview-磨损,磨损,mósǔn,动,ma tổn,"mài mòn, hao mòn",2026-06-14 09:00:54.339189+00,第二课 同事关系,0,10,,,,,,interview
interview-社会,社会,shèhuì,名,xã hội,xã hội,2026-06-14 09:00:19.30482+00,第一课 应聘与面试,0,10,,,,,,interview
interview-视为,视为,shìwéi,动,thị vi,"coi là, xem như",2026-06-14 09:01:01.403915+00,第二课 同事关系,0,10,,,,,,interview
interview-福利,福利,fúlì,名,phúc lợi,"phúc lợi, quyền lợi",2026-06-14 09:00:04.6607+00,第一课 应聘与面试,0,10,,,,,,interview
interview-离职,离职,lízhí,动,ly chức,"nghỉ việc, rời vị trí",2026-06-14 08:41:16.789958+00,第二课 同事关系,0,10,,,,,,interview
interview-种下,种下,zhòngxià,动,trồng hạ,"gieo trồng, gieo xuống",2026-06-14 08:39:44.641311+00,第五课 公司会议,0,10,,,,,,interview
interview-种种,种种,zhǒngzhǒng,形,chủng chủng,"đủ loại, nhiều thứ",2026-06-14 09:00:54.078196+00,第二课 同事关系,0,10,,,,,,interview
interview-科学,科学,kēxué,名,khoa học,khoa học,2026-06-14 08:39:16.230518+00,第四课 日程安排,0,10,,,,,,interview
interview-积极,积极,jījí,形,tích cực,"tích cực, chủ động",2026-06-14 08:41:00.148408+00,第十一课 职业培训,0,10,,,,,,interview
interview-积极向上,积极向上,jījí xiàngshàng,语,tích cực hướng thượng,"tích cực tiến lên, lạc quan",2026-06-14 08:40:51.134801+00,第十一课 职业培训,0,10,,,,,,interview
interview-称之为,称之为,chēng zhī wéi,语,xưng chi vi,"gọi là, được gọi là",2026-06-14 09:00:54.978534+00,第二课 同事关系,0,10,,,,,,interview
interview-移动,移动,yídòng,动,di động,"di chuyển, di động",2026-06-14 08:41:26.753309+00,第十二课 个人述职,0,10,,,,,,interview
interview-程度,程度,chéngdù,名,trình độ,"mức độ, trình độ",2026-06-14 09:00:29.377611+00,B1 求职面试,0,10,,,,,,interview
interview-突然,突然,tūrán,副,đột nhiên,"đột nhiên, bất ngờ",2026-06-14 09:01:05.494841+00,第三课 工作交接,0,10,,,,,,interview
interview-笔记本电脑,笔记本电脑,bǐjìběn diànnǎo,名,bút ký bản điện não,máy tính xách tay,2026-06-14 08:39:58.5507+00,第二课 同事关系,0,10,,,,,,interview
interview-符合,符合,fúhé,动,phù hợp,"phù hợp, đáp ứng",2026-06-14 09:00:13.444205+00,第一课 应聘与面试,0,10,,,,,,interview
interview-第一个,第一个,dì yī gè,短,đệ nhất cá,"cái đầu tiên, người đầu tiên",2026-06-14 09:00:29.111236+00,B1 求职面试,0,10,,,,,,interview
interview-第一印象,第一印象,dì yī yìnxiàng,名,đệ nhất ấn tượng,ấn tượng đầu tiên,2026-06-14 08:41:30.427651+00,B1 求职面试,0,10,,,,,,interview
interview-第一期,第一期,dì yī qī,名,đệ nhất kỳ,"số đầu tiên, kỳ đầu tiên",2026-06-14 08:40:42.930064+00,第十一课 职业培训,0,10,,,,,,interview
interview-第二天,第二天,dì èr tiān,名,Đệ nhị thiên,ngày hôm sau,2026-06-14 08:40:29.381724+00,第十一课 职业培训,0,10,,,,,,interview
interview-等等,等等,děng děng,语,,"vân vân, chờ một chút",2026-06-14 08:40:36.41367+00,第三课 工作交接,0,10,,,,,,interview
interview-等级,等级,děng jí,名,Đẳng cấp,"cấp bậc, đẳng cấp",2026-06-14 08:40:19.324989+00,第七课 汇报工作,0,10,,,,,,interview
interview-答案,答案,dá àn,名,Đáp án,"đáp án, câu trả lời",2026-06-14 08:40:00.638958+00,第七课 汇报工作,0,10,,,,,,interview
interview-策略,策略,cè lüè,名,Sách lược,"sách lược, chiến lược",2026-06-14 08:40:36.157152+00,第十一课 职业培训,0,10,,,,,,interview
interview-签了,签了,qiān le,动,,đã ký,2026-06-14 08:40:03.234072+00,第七课 汇报工作,0,10,,,,,,interview
interview-签字,签字,qiān zì,动,Ký tự,ký tên,2026-06-14 08:40:02.83285+00,第七课 汇报工作,0,10,,,,,,interview
interview-简单,简单,jiǎn dān,形,Giản đơn,"đơn giản, dễ dàng",2026-06-14 08:59:59.325589+00,第一课 应聘与面试,0,10,,,,,,interview
interview-管理,管理,guǎn lǐ,动,Quản lý,"quản lý, quản trị",2026-06-14 08:40:10.849363+00,第七课 汇报工作,0,10,,,,,,interview
interview-管理制度,管理制度,guǎn lǐ zhì dù,名,Quản lý chế độ,chế độ quản lý,2026-06-14 08:39:16.489303+00,第一课 应聘与面试,0,10,,,,,,interview
interview-精心,精心,jīng xīn,副,Tinh tâm,"tỉ mỉ, dụng tâm",2026-06-14 09:00:26.596454+00,B1 求职面试,0,10,,,,,,interview
interview-精打细算,精打细算,jīng dǎ xì suàn,语,Tinh đả tế toán,"tính toán chi li, tiết kiệm",2026-06-14 08:41:12.034113+00,第十二课 个人述职,0,10,,,,,,interview
interview-精明能干,精明能干,jīng míng néng gàn,语,Tinh minh năng cán,thông minh và có năng lực,2026-06-14 08:39:27.902473+00,第四课 日程安排,0,10,,,,,,interview
interview-精神状态,精神状态,jīng shén zhuàng tài,名,Tinh thần trạng thái,trạng thái tinh thần,2026-06-14 09:00:48.089531+00,B1 求职面试,0,10,,,,,,interview
interview-精美,精美,jīng měi,形,Tinh mỹ,"tinh xảo, đẹp đẽ",2026-06-14 08:39:50.730272+00,第五课 公司会议,0,10,,,,,,interview
interview-精致,精致,jīng zhì,形,Tinh trí,"tinh tế, tỉ mỉ",2026-06-14 08:39:55.310206+00,第五课 公司会议,0,10,,,,,,interview
interview-精诚团结,精诚团结,jīng chéng tuán jié,语,Tinh thành đoàn kết,đoàn kết chân thành,2026-06-14 08:41:14.599296+00,第十二课 个人述职,0,10,,,,,,interview
interview-紧张,紧张,jǐn zhāng,形,Khẩn trương,"căng thẳng, lo lắng",2026-06-14 09:00:23.021116+00,B1 求职面试,0,10,,,,,,interview
interview-累死,累死,lèi sǐ,动,,mệt chết đi được,2026-06-14 08:40:37.969352+00,第十一课 职业培训,0,10,,,,,,interview
interview-繁忙,繁忙,fán máng,形,Phồn mang,"bận rộn, tất bật",2026-06-14 08:41:11.532297+00,第十二课 个人述职,0,10,,,,,,interview
interview-红毛丹,红毛丹,hóng máo dān,名,,quả chôm chôm,2026-06-14 08:40:28.864479+00,第十一课 职业培训,0,10,,,,,,interview
interview-约定,约定,yuē dìng,动,Ước định,"hẹn ước, thỏa thuận",2026-06-14 09:00:15.690114+00,第一课 应聘与面试,0,10,,,,,,interview
interview-纸盒,纸盒,zhǐ hé,名,Chỉ hạp,hộp giấy,2026-06-14 08:39:56.376902+00,第五课 公司会议,0,10,,,,,,interview
interview-纸袋,纸袋,zhǐ dài,名,Chỉ đại,túi giấy,2026-06-14 09:00:30.540256+00,B1 求职面试,0,10,,,,,,interview
interview-组织,组织,zǔ zhī,动,Tổ chức,"tổ chức, sắp xếp",2026-06-14 08:40:27.94927+00,第二课 同事关系,0,10,,,,,,interview
interview-细正,细正,xì zhèng,形,Tế chính,tỉ mỉ và chính xác,2026-06-14 09:00:32.412129+00,B1 求职面试,0,10,,,,,,interview
interview-细节,细节,xì jié,名,Tế tiết,"chi tiết, tiểu tiết",2026-06-14 09:01:02.590436+00,第二课 同事关系,0,10,,,,,,interview
interview-经常,经常,jīng cháng,副,Kinh thường,"thường xuyên, hay",2026-06-14 08:40:49.150995+00,第十一课 职业培训,0,10,,,,,,interview
interview-经济,经济,jīng jì,名,Kinh tế,kinh tế,2026-06-14 08:40:33.960556+00,第十一课 职业培训,0,10,,,,,,interview
interview-经济学家,经济学家,jīng jì xué jiā,名,Kinh tế học gia,nhà kinh tế học,2026-06-14 08:40:33.453735+00,第十一课 职业培训,0,10,,,,,,interview
interview-经理,经理,jīng lǐ,名,Kinh lý,"giám đốc, quản lý",2026-06-14 08:39:11.961614+00,第三课 工作交接,0,10,,,,,,interview
interview-经营,经营,jīng yíng,动,Kinh doanh,"kinh doanh, quản lý",2026-06-14 09:00:45.210618+00,B1 求职面试,0,10,,,,,,interview
interview-经营权,经营权,jīng yíng quán,名,Kinh doanh quyền,quyền kinh doanh,2026-06-14 08:39:15.835187+00,第四课 日程安排,0,10,,,,,,interview
interview-经验,经验,jīng yàn,名,Kinh nghiệm,kinh nghiệm,2026-06-14 08:40:34.620537+00,B1 求职面试,0,10,,,,,,interview
interview-结果,结果,jiéguǒ,名,kết quả,"kết quả, hậu quả",2026-06-14 08:40:41.486943+00,第一课 应聘与面试,0,10,,,,,,interview
interview-给出,给出,gěichū,动,,"đưa ra, cung cấp",2026-06-14 08:40:27.287924+00,第七课 汇报工作,0,10,,,,,,interview
interview-统计,统计,tǒngjì,动,thống kê,"thống kê, tổng hợp số liệu",2026-06-14 08:40:15.671729+00,第一课 应聘与面试,0,10,,,,,,interview
interview-继续,继续,jìxù,动,kế tục,tiếp tục,2026-06-14 09:01:08.576652+00,第三课 工作交接,0,10,,,,,,interview
interview-缴纳,缴纳,jiǎonà,动,nộp,"nộp, đóng thuế phí",2026-06-14 09:00:18.491138+00,第一课 应聘与面试,0,10,,,,,,interview
interview-缺乏,缺乏,quēfá,动,khuyết phạp,"thiếu, thiếu hụt",2026-06-14 08:41:23.461211+00,第十二课 个人述职,0,10,,,,,,interview
